Date,SP500,Note10y
29-Jun-04,1671.844,1.2352
30-Jun-04,1678.826,1.2454
01-Jul-04,1661.526,1.2473
02-Jul-04,1656.331,1.2574
06-Jul-04,1642.835,1.2567
07-Jul-04,1646.361,1.2569
08-Jul-04,1632.885,1.2570
09-Jul-04,1638.418,1.2585
12-Jul-04,1640.73,1.2605
13-Jul-04,1641.964,1.2586
14-Jul-04,1636.618,1.2574
15-Jul-04,1629.576,1.2574
16-Jul-04,1621.806,1.2701
19-Jul-04,1621.085,1.2708
20-Jul-04,1632.52,1.2618
21-Jul-04,1610.884,1.2595
22-Jul-04,1615.274,1.2617
23-Jul-04,1599.621,1.2636
26-Jul-04,1596.484,1.2585
27-Jul-04,1612.33,1.2468
28-Jul-04,1613.5,1.2495
29-Jul-04,1621.348,1.2510
30-Jul-04,1623.262,1.2605
02-Aug-04,1630.481,1.2635
03-Aug-04,1620.281,1.2655
04-Aug-04,1618.999,1.2663
05-Aug-04,1592.639,1.2685
06-Aug-04,1568.072,1.2866
09-Aug-04,1569.961,1.2829
10-Aug-04,1590.349,1.2798
11-Aug-04,1586.432,1.2823
12-Aug-04,1567.947,1.2841
13-Aug-04,1570.444,1.2879
16-Aug-04,1591.937,1.2848
17-Aug-04,1595.574,1.2912
18-Aug-04,1615.721,1.2866
19-Aug-04,1609.969,1.2889
20-Aug-04,1620.472,1.2877
23-Aug-04,1616.68,1.2832
24-Aug-04,1617.458,1.2843
25-Aug-04,1630.485,1.2854
26-Aug-04,1630.683,1.2902
27-Aug-04,1634.832,1.2892
30-Aug-04,1622.279,1.2944
31-Aug-04,1629.828,1.3011
01-Sep-04,1632.818,1.3007
02-Sep-04,1651.14,1.2916
03-Sep-04,1644.253,1.2840
07-Sep-04,1655.647,1.2900
08-Sep-04,1648.52,1.2976
09-Sep-04,1651.652,1.2943
10-Sep-04,1659.836,1.2956
13-Sep-04,1663.098,1.3005
14-Sep-04,1666.816,1.3018
15-Sep-04,1655.101,1.2987
16-Sep-04,1659.78,1.3082
17-Sep-04,1667.248,1.3036
20-Sep-04,1657.877,1.3098
21-Sep-04,1668.385,1.3118
22-Sep-04,1645.166,1.3177
23-Sep-04,1637.816,1.3144
24-Sep-04,1640.398,1.3135
27-Sep-04,1630.668,1.3177
28-Sep-04,1640.617,1.3168
29-Sep-04,1647.789,1.3076
30-Sep-04,1647.48,1.3047
01-Oct-04,1672.487,1.2980
04-Oct-04,1678.104,1.3005
05-Oct-04,1677.092,1.2998
06-Oct-04,1688.827,1.2949
07-Oct-04,1672.077,1.2931
08-Oct-04,1659.51,1.3045
12-Oct-04,1659.072,1.3087
13-Oct-04,1647.127,1.3133
14-Oct-04,1631.806,1.3176
15-Oct-04,1639.08,1.3133
18-Oct-04,1647.695,1.3152
19-Oct-04,1631.736,1.3168
20-Oct-04,1632.489,1.3219
21-Oct-04,1636.76,1.3207
22-Oct-04,1620.853,1.3232
25-Oct-04,1619.479,1.3235
26-Oct-04,1643.57,1.3208
27-Oct-04,1665.014,1.3117
28-Oct-04,1668.55,1.3157
29-Oct-04,1672.649,1.3192
01-Nov-04,1673.105,1.3139
02-Nov-04,1673.161,1.3162
03-Nov-04,1692.224,1.3146
04-Nov-04,1719.641,1.3147
05-Nov-04,1726.339,1.3044
08-Nov-04,1724.592,1.3004
09-Nov-04,1724.075,1.2998
10-Nov-04,1722.668,1.2983
12-Nov-04,1754.334,1.3047
15-Nov-04,1753.991,1.3045
16-Nov-04,1741.718,1.3024
17-Nov-04,1751.565,1.3106
18-Nov-04,1753.973,1.3134
19-Nov-04,1734.453,1.3037
22-Nov-04,1744.707,1.3063
23-Nov-04,1744.312,1.3053
24-Nov-04,1751.554,1.3042
26-Nov-04,1753.092,1.3005
29-Nov-04,1747.336,1.2925
30-Nov-04,1740.327,1.2905
01-Dec-04,1766.903,1.2902
02-Dec-04,1765.371,1.2861
03-Dec-04,1766.627,1.2993
06-Dec-04,1765.326,1.3032
07-Dec-04,1745.835,1.3031
08-Dec-04,1754.747,1.3122
09-Dec-04,1764.35,1.3085
10-Dec-04,1762.512,1.3097
13-Dec-04,1778.538,1.3103
14-Dec-04,1785.51,1.3132
15-Dec-04,1789.143,1.3175
16-Dec-04,1785.513,1.3079
17-Dec-04,1772.188,1.3063
20-Dec-04,1772.869,1.3083
21-Dec-04,1788.929,1.3101
22-Dec-04,1795.663,1.3076
23-Dec-04,1796.494,1.3057
27-Dec-04,1788.76,1.2997
28-Dec-04,1801.58,1.3002
29-Dec-04,1801.71,1.2973
30-Dec-04,1801.977,1.3040
31-Dec-04,1799.548,1.3078
03-Jan-05,1784.956,1.3080
04-Jan-05,1764.302,1.3012
05-Jan-05,1758.067,1.3027
06-Jan-05,1764.626,1.3042
07-Jan-05,1762.123,1.3041
10-Jan-05,1768.166,1.3039
11-Jan-05,1757.506,1.3075
12-Jan-05,1764.717,1.3082
13-Jan-05,1749.481,1.3145
14-Jan-05,1759.983,1.3102
18-Jan-05,1777.035,1.3127
19-Jan-05,1760.284,1.3144
20-Jan-05,1746.61,1.3150
21-Jan-05,1735.425,1.3173
24-Jan-05,1729.33,1.3198
25-Jan-05,1736.25,1.3130
26-Jan-05,1744.719,1.3137
27-Jan-05,1745.583,1.3121
28-Jan-05,1740.963,1.3186
31-Jan-05,1755.684,1.3200
01-Feb-05,1767.787,1.3192
02-Feb-05,1773.627,1.3194
03-Feb-05,1769.261,1.3175
04-Feb-05,1788.815,1.3253
07-Feb-05,1786.921,1.3290
08-Feb-05,1788.158,1.3315
09-Feb-05,1773.276,1.3327
10-Feb-05,1780.804,1.3267
11-Feb-05,1793.54,1.3262
14-Feb-05,1794.981,1.3280
15-Feb-05,1801.063,1.3257
16-Feb-05,1801.586,1.3206
17-Feb-05,1787.412,1.3187
18-Feb-05,1788.654,1.3111
22-Feb-05,1762.757,1.3092
23-Feb-05,1772.763,1.3118
24-Feb-05,1787.336,1.3095
25-Feb-05,1804.168,1.3111
28-Feb-05,1792.631,1.3019
01-Mar-05,1802.793,1.3025
02-Mar-05,1802.919,1.3016
03-Mar-05,1803.51,1.3014
04-Mar-05,1820.88,1.3076
07-Mar-05,1825.703,1.3089
08-Mar-05,1817.121,1.3016
09-Mar-05,1798.791,1.2902
10-Mar-05,1802.197,1.2945
11-Mar-05,1789.006,1.2884
14-Mar-05,1799.136,1.2919
15-Mar-05,1785.614,1.2890
16-Mar-05,1771.349,1.2923
17-Mar-05,1774.549,1.2958
18-Mar-05,1773.719,1.2927
21-Mar-05,1764.981,1.2916
22-Mar-05,1747.031,1.2822
23-Mar-05,1748.277,1.2864
24-Mar-05,1746.62,1.2859
28-Mar-05,1750.885,1.2826
29-Mar-05,1737.935,1.2880
30-Mar-05,1762.087,1.2908
31-Mar-05,1760.887,1.2981
01-Apr-05,1749.452,1.3014
04-Apr-05,1754.427,1.3012
05-Apr-05,1762.317,1.3003
06-Apr-05,1766.693,1.3051
07-Apr-05,1777.352,1.2992
08-Apr-05,1762.517,1.3004
11-Apr-05,1762.559,1.3050
12-Apr-05,1772.435,1.3133
13-Apr-05,1751.771,1.3124
14-Apr-05,1734.245,1.3172
15-Apr-05,1705.26,1.3259
18-Apr-05,1710.268,1.3226
19-Apr-05,1720.428,1.3299
20-Apr-05,1697.744,1.3321
21-Apr-05,1731.271,1.3207
22-Apr-05,1719.662,1.3259
25-Apr-05,1734.557,1.3262
26-Apr-05,1719.092,1.3246
27-Apr-05,1726.206,1.3290
28-Apr-05,1707.127,1.3377
29-Apr-05,1727.49,1.3320
02-May-05,1735.428,1.3337
03-May-05,1733.949,1.3366
04-May-05,1755.92,1.3344
05-May-05,1751.465,1.3381
06-May-05,1749.653,1.3265
09-May-05,1760.868,1.3249
10-May-05,1742.056,1.3332
11-May-05,1750.26,1.3344
12-May-05,1732.893,1.3371
13-May-05,1725.154,1.3404
16-May-05,1742.74,1.3400
17-May-05,1755.099,1.3416
18-May-05,1773.012,1.3443
19-May-05,1781.282,1.3419
20-May-05,1778.591,1.3408
23-May-05,1785.458,1.3481
24-May-05,1785.795,1.3514
25-May-05,1779.807,1.3453
26-May-05,1791.408,1.3463
27-May-05,1793.343,1.3469
31-May-05,1782.457,1.3571
01-Jun-05,1799.147,1.3664
02-Jun-05,1802.187,1.3656
03-Jun-05,1789.827,1.3579
06-Jun-05,1792.144,1.3612
07-Jun-05,1791.894,1.3659
08-Jun-05,1788.302,1.3635
09-Jun-05,1797.724,1.3624
10-Jun-05,1793.507,1.3528
13-Jun-05,1798.067,1.3497
14-Jun-05,1802.733,1.3482
15-Jun-05,1806.784,1.3488
16-Jun-05,1813.351,1.3520
17-Jun-05,1822.352,1.3519
20-Jun-05,1821.062,1.3490
21-Jun-05,1817.361,1.3559
22-Jun-05,1817.799,1.3651
23-Jun-05,1798.493,1.3642
24-Jun-05,1784.77,1.3675
27-Jun-05,1783.454,1.3697
28-Jun-05,1800.066,1.3637
29-Jun-05,1797.726,1.3628
30-Jun-05,1784.987,1.3694
01-Jul-05,1789.849,1.3582
05-Jul-05,1805.678,1.3521
06-Jul-05,1791.054,1.3556
07-Jul-05,1795.546,1.3567
08-Jul-05,1816.519,1.3542
11-Jul-05,1827.907,1.3542
12-Jul-05,1832.148,1.3497
13-Jul-05,1833.978,1.3486
14-Jul-05,1838.798,1.3469
15-Jul-05,1840.931,1.3481
18-Jul-05,1830.749,1.3433
19-Jul-05,1843.074,1.3468
20-Jul-05,1852.023,1.3492
21-Jul-05,1839.796,1.3392
22-Jul-05,1849.809,1.3445
25-Jul-05,1842.845,1.3421
26-Jul-05,1846.037,1.3441
27-Jul-05,1854.718,1.3418
28-Jul-05,1865.637,1.3479
29-Jul-05,1851.368,1.3402
01-Aug-05,1853.128,1.3378
02-Aug-05,1866.283,1.3358
03-Aug-05,1868.057,1.3400
04-Aug-05,1854.3,1.3383
05-Aug-05,1840.189,1.3315
08-Aug-05,1835.373,1.3289
09-Aug-05,1847.761,1.3321
10-Aug-05,1845.164,1.3319
11-Aug-05,1858.428,1.3388
12-Aug-05,1847.311,1.3439
15-Aug-05,1852.781,1.3406
16-Aug-05,1830.985,1.3483
17-Aug-05,1832.817,1.3426
18-Aug-05,1831.086,1.3489
19-Aug-05,1832.291,1.3486
22-Aug-05,1835.317,1.3492
23-Aug-05,1829.108,1.3518
24-Aug-05,1817.218,1.3532
25-Aug-05,1821.455,1.3544
26-Aug-05,1810.518,1.3520
29-Aug-05,1821.558,1.3541
30-Aug-05,1815.969,1.3611
31-Aug-05,1834.476,1.3690
01-Sep-05,1836.37,1.3678
02-Sep-05,1831.057,1.3677
06-Sep-05,1854.227,1.3632
07-Sep-05,1859.002,1.3591
08-Sep-05,1852.002,1.3583
09-Sep-05,1866.741,1.3611
12-Sep-05,1865.452,1.3568
13-Sep-05,1851.866,1.3608
14-Sep-05,1845.837,1.3580
15-Sep-05,1846.764,1.3531
16-Sep-05,1862.107,1.3480
19-Sep-05,1851.74,1.3511
20-Sep-05,1837.2,1.3515
21-Sep-05,1820.491,1.3582
22-Sep-05,1827.536,1.3580
23-Sep-05,1828.543,1.3512
26-Sep-05,1829.049,1.3472
27-Sep-05,1829.129,1.3486
28-Sep-05,1831.319,1.3511
29-Sep-05,1847.62,1.3476
30-Sep-05,1849.334,1.3445
03-Oct-05,1846.166,1.3399
04-Oct-05,1827.959,1.3420
05-Oct-05,1801.402,1.3436
06-Oct-05,1794.04,1.3398
07-Oct-05,1800.709,1.3430
11-Oct-05,1784.224,1.3404
12-Oct-05,1773.603,1.3355
13-Oct-05,1772.355,1.3338
14-Oct-05,1787.007,1.3323
17-Oct-05,1792.332,1.3317
18-Oct-05,1774.323,1.3336
19-Oct-05,1801.014,1.3346
20-Oct-05,1774.022,1.3373
21-Oct-05,1776.728,1.3420
24-Oct-05,1806.586,1.3368
25-Oct-05,1802.303,1.3293
26-Oct-05,1794.558,1.3248
27-Oct-05,1776.005,1.3281
28-Oct-05,1805.557,1.3267
31-Oct-05,1818.504,1.3285
01-Nov-05,1812.109,1.3278
02-Nov-05,1830.431,1.3243
03-Nov-05,1838.855,1.3193
04-Nov-05,1839.158,1.3180
07-Nov-05,1843.271,1.3216
08-Nov-05,1837.796,1.3276
09-Nov-05,1841.001,1.3202
10-Nov-05,1856.9,1.3287
14-Nov-05,1861.248,1.3236
15-Nov-05,1854.278,1.3279
16-Nov-05,1857.971,1.3366
17-Nov-05,1875.492,1.3378
18-Nov-05,1883.992,1.3353
21-Nov-05,1893.932,1.3383
22-Nov-05,1903.656,1.3418
23-Nov-05,1910.394,1.3376
25-Nov-05,1914.405,1.3418
28-Nov-05,1898.37,1.3449
29-Nov-05,1898.741,1.3380
30-Nov-05,1887.284,1.3372
01-Dec-05,1910.232,1.3351
02-Dec-05,1910.856,1.3355
05-Dec-05,1906.422,1.3316
06-Dec-05,1908.888,1.3395
07-Dec-05,1899.693,1.3368
08-Dec-05,1897.571,1.3421
09-Dec-05,1902.918,1.3360
12-Dec-05,1904.591,1.3344
13-Dec-05,1915.297,1.3372
14-Dec-05,1923.435,1.3437
15-Dec-05,1920.848,1.3436
16-Dec-05,1915.401,1.3459
19-Dec-05,1904.214,1.3469
20-Dec-05,1903.814,1.3448
21-Dec-05,1908.646,1.3429
22-Dec-05,1917.157,1.3495
23-Dec-05,1918.254,1.3546
27-Dec-05,1899.926,1.3587
28-Dec-05,1902.737,1.3558
29-Dec-05,1897.197,1.3574
30-Dec-05,1887.941,1.3542
03-Jan-06,1918.959,1.3578
04-Jan-06,1926.387,1.3599
05-Jan-06,1926.439,1.3590
06-Jan-06,1945.015,1.3573
09-Jan-06,1952.129,1.3584
10-Jan-06,1951.53,1.3523
11-Jan-06,1958.557,1.3496
12-Jan-06,1946.281,1.3549
13-Jan-06,1948.637,1.3614
17-Jan-06,1941.568,1.3637
18-Jan-06,1934.209,1.3637
19-Jan-06,1944.984,1.3594
20-Jan-06,1909.346,1.3621
23-Jan-06,1912.914,1.3620
24-Jan-06,1917.538,1.3584
25-Jan-06,1914.277,1.3496
26-Jan-06,1928.174,1.3464
27-Jan-06,1943.344,1.3462
30-Jan-06,1945.662,1.3450
31-Jan-06,1937.929,1.3467
01-Feb-06,1941.751,1.3428
02-Feb-06,1924.673,1.3433
03-Feb-06,1914.502,1.3471
06-Feb-06,1916.036,1.3461
07-Feb-06,1900.581,1.3444
08-Feb-06,1917.841,1.3424
09-Feb-06,1915.099,1.3435
10-Feb-06,1920,1.3399
13-Feb-06,1914.015,1.3421
14-Feb-06,1933.459,1.3397
15-Feb-06,1940.685,1.3405
16-Feb-06,1955.06,1.3417
17-Feb-06,1951.833,1.3468
21-Feb-06,1945.447,1.3445
22-Feb-06,1960.259,1.3484
23-Feb-06,1953.368,1.3456
24-Feb-06,1956.135,1.3440
27-Feb-06,1963.583,1.3426
28-Feb-06,1943.188,1.3471
01-Mar-06,1959.765,1.3436
02-Mar-06,1956.602,1.3397
03-Mar-06,1953.743,1.3344
06-Mar-06,1940.204,1.3290
07-Mar-06,1936.684,1.3311
08-Mar-06,1941.172,1.3310
09-Mar-06,1931.733,1.3316
10-Mar-06,1945.925,1.3291
13-Mar-06,1950.386,1.3289
14-Mar-06,1970.655,1.3368
15-Mar-06,1979.21,1.3339
16-Mar-06,1982.764,1.3419
17-Mar-06,1985.688,1.3393
20-Mar-06,1982.401,1.3410
21-Mar-06,1970.499,1.3358
22-Mar-06,1982.399,1.3376
23-Mar-06,1977.291,1.3340
24-Mar-06,1979.235,1.3409
27-Mar-06,1977.187,1.3383
28-Mar-06,1964.473,1.3311
29-Mar-06,1979.507,1.3292
30-Mar-06,1975.602,1.3246
31-Mar-06,1967.375,1.3254
03-Apr-06,1971.925,1.3244
04-Apr-06,1984.467,1.3246
05-Apr-06,1993.214,1.3268
06-Apr-06,1989.867,1.3211
07-Apr-06,1969.299,1.3134
10-Apr-06,1971.025,1.3165
11-Apr-06,1956.115,1.3196
12-Apr-06,1958.491,1.3138
13-Apr-06,1960.006,1.3085
17-Apr-06,1954.248,1.3121
18-Apr-06,1988.181,1.3151
19-Apr-06,1991.842,1.3112
20-Apr-06,1994.227,1.3095
21-Apr-06,1993.989,1.3128
24-Apr-06,1989.198,1.3165
25-Apr-06,1979.509,1.3073
26-Apr-06,1985.285,1.3039
27-Apr-06,1992.392,1.3075
28-Apr-06,1993.793,1.3089
01-May-06,1985.554,1.3017
02-May-06,1997.751,1.3041
03-May-06,1989.969,1.3014
04-May-06,1996.741,1.3008
05-May-06,2017.336,1.3061
08-May-06,2015.839,1.3063
09-May-06,2016.595,1.3051
10-May-06,2013.987,1.3055
11-May-06,1988.56,1.3029
12-May-06,1966.267,1.2969
15-May-06,1971.451,1.3020
16-May-06,1967.79,1.3075
17-May-06,1935.184,1.3032
18-May-06,1922.324,1.3117
19-May-06,1930.273,1.3121
22-May-06,1922.722,1.3147
23-May-06,1914.381,1.3159
24-May-06,1917.478,1.3147
25-May-06,1939.521,1.3116
26-May-06,1950.871,1.3136
30-May-06,1920.089,1.3119
31-May-06,1936.409,1.3077
01-Jun-06,1960.284,1.3100
02-Jun-06,1964.107,1.3210
05-Jun-06,1929.234,1.3190
06-Jun-06,1927.132,1.3206
07-Jun-06,1915.774,1.3193
08-Jun-06,1918.592,1.3219
09-Jun-06,1910.005,1.3246
12-Jun-06,1885.809,1.3248
13-Jun-06,1866.918,1.3264
14-Jun-06,1876.669,1.3180
15-Jun-06,1916.564,1.3145
16-Jun-06,1909.522,1.3116
19-Jun-06,1892.119,1.3112
20-Jun-06,1892.131,1.3100
21-Jun-06,1910.617,1.3099
22-Jun-06,1900.98,1.3050
23-Jun-06,1899.319,1.3035
26-Jun-06,1908.563,1.3034
27-Jun-06,1891.242,1.3066
28-Jun-06,1901.983,1.3026
29-Jun-06,1943.085,1.3071
30-Jun-06,1939.034,1.3136
03-Jul-06,1954.49,1.3129
05-Jul-06,1940.552,1.3061
06-Jul-06,1945.897,1.3104
07-Jul-06,1932.754,1.3153
10-Jul-06,1935.615,1.3166
11-Jul-06,1943.659,1.3193
12-Jul-06,1922.619,1.3194
13-Jul-06,1897.73,1.3231
14-Jul-06,1888.433,1.3235
17-Jul-06,1885.823,1.3242
18-Jul-06,1889.483,1.3175
19-Jul-06,1924.737,1.3256
20-Jul-06,1908.424,1.3283
21-Jul-06,1894.941,1.3272
24-Jul-06,1926.499,1.3273
25-Jul-06,1938.675,1.3257
26-Jul-06,1937.962,1.3291
27-Jul-06,1930.316,1.3287
28-Jul-06,1953.857,1.3334
31-Jul-06,1950.995,1.3352
01-Aug-06,1942.219,1.3357
02-Aug-06,1954.18,1.3372
03-Aug-06,1957.414,1.3377
04-Aug-06,1956.046,1.3443
07-Aug-06,1950.631,1.3423
08-Aug-06,1944.218,1.3423
09-Aug-06,1936.298,1.3409
10-Aug-06,1945.61,1.3402
11-Aug-06,1938.129,1.3367
14-Aug-06,1940.497,1.3346
15-Aug-06,1967.256,1.3418
16-Aug-06,1982.808,1.3489
17-Aug-06,1986.042,1.3487
18-Aug-06,1993.43,1.3513
21-Aug-06,1986.112,1.3545
22-Aug-06,1988.1,1.3549
23-Aug-06,1979.346,1.3547
24-Aug-06,1984.089,1.3557
25-Aug-06,1982.806,1.3579
28-Aug-06,1993.059,1.3570
29-Aug-06,1997.205,1.3580
30-Aug-06,1998.076,1.3610
31-Aug-06,1997.415,1.3640
01-Sep-06,2008.466,1.3644
05-Sep-06,2011.996,1.3600
06-Sep-06,1992.416,1.3586
07-Sep-06,1982.93,1.3596
08-Sep-06,1990.444,1.3610
11-Sep-06,1991.494,1.3593
12-Sep-06,2012.317,1.3626
13-Sep-06,2020.494,1.3638
14-Sep-06,2017.858,1.3610
15-Sep-06,2023.352,1.3612
18-Sep-06,2025.39,1.3601
19-Sep-06,2021.005,1.3676
20-Sep-06,2031.592,1.3680
21-Sep-06,2021.084,1.3772
22-Sep-06,2016.092,1.3822
25-Sep-06,2033.871,1.3873
26-Sep-06,2049.2,1.3836
27-Sep-06,2049.966,1.3825
28-Sep-06,2053.932,1.3818
29-Sep-06,2048.889,1.3801
02-Oct-06,2041.992,1.3830
03-Oct-06,2046.283,1.3825
04-Oct-06,2071.451,1.3881
05-Oct-06,2076.631,1.3837
06-Oct-06,2071.054,1.3742
10-Oct-06,2077.008,1.3688
11-Oct-06,2071.9,1.3665
12-Oct-06,2091.685,1.3671
13-Oct-06,2095.972,1.3645
16-Oct-06,2101.265,1.3671
17-Oct-06,2093.581,1.3686
18-Oct-06,2096.706,1.3700
19-Oct-06,2098.321,1.3671
20-Oct-06,2100.861,1.3670
23-Oct-06,2113.822,1.3631
24-Oct-06,2114.363,1.3644
25-Oct-06,2121.834,1.3704
26-Oct-06,2132.385,1.3755
27-Oct-06,2114.648,1.3803
30-Oct-06,2115.633,1.3810
31-Oct-06,2115.654,1.3881
01-Nov-06,2100.365,1.3919
02-Nov-06,2100.211,1.3891
03-Nov-06,2095.68,1.3776
06-Nov-06,2119.53,1.3798
07-Nov-06,2124.277,1.3842
08-Nov-06,2129.22,1.3866
09-Nov-06,2118.318,1.3877
10-Nov-06,2122.257,1.3905
13-Nov-06,2128.169,1.3893
14-Nov-06,2141.946,1.3938
15-Nov-06,2147.603,1.3887
16-Nov-06,2152.569,1.3842
17-Nov-06,2154.795,1.3910
20-Nov-06,2153.76,1.3918
21-Nov-06,2157.424,1.3946
22-Nov-06,2162.65,1.3955
24-Nov-06,2154.963,1.3976
27-Nov-06,2125.67,1.4000
28-Nov-06,2133.52,1.4029
29-Nov-06,2154.086,1.4010
30-Nov-06,2155.885,1.4076
01-Dec-06,2149.849,1.4105
04-Dec-06,2169.003,1.4121
05-Dec-06,2177.746,1.4104
06-Dec-06,2175.448,1.4064
07-Dec-06,2166.868,1.4068
08-Dec-06,2170.836,1.4001
11-Dec-06,2175.801,1.4039
12-Dec-06,2173.577,1.4073
13-Dec-06,2176.516,1.3978
14-Dec-06,2195.591,1.3966
15-Dec-06,2198.069,1.3970
18-Dec-06,2190.974,1.3986
19-Dec-06,2195.8,1.3981
20-Dec-06,2192.756,1.3978
21-Dec-06,2185.207,1.4030
22-Dec-06,2173.9,1.3958
26-Dec-06,2183.38,1.3983
27-Dec-06,2199.153,1.3929
28-Dec-06,2195.996,1.3900
29-Dec-06,2186.127,1.3875
03-Jan-07,2183.922,1.3936
04-Jan-07,2186.603,1.3999
05-Jan-07,2173.292,1.3955
08-Jan-07,2178.802,1.3952
09-Jan-07,2177.678,1.3951
10-Jan-07,2182.161,1.3920
11-Jan-07,2196.021,1.3872
12-Jan-07,2206.677,1.3833
16-Jan-07,2208.482,1.3864
17-Jan-07,2206.701,1.3831
18-Jan-07,2200.196,1.3872
19-Jan-07,2206.6,1.3839
22-Jan-07,2195.003,1.3861
23-Jan-07,2202.768,1.3811
24-Jan-07,2221.556,1.3813
25-Jan-07,2196.543,1.3745
26-Jan-07,2193.888,1.3747
29-Jan-07,2191.713,1.3735
30-Jan-07,2204.396,1.3758
31-Jan-07,2219.189,1.3825
01-Feb-07,2231.606,1.3799
02-Feb-07,2235.392,1.3814
05-Feb-07,2233.444,1.3841
06-Feb-07,2235.016,1.3882
07-Feb-07,2239.052,1.3905
08-Feb-07,2236.46,1.3911
09-Feb-07,2220.721,1.3861
12-Feb-07,2213.584,1.3842
13-Feb-07,2230.799,1.3835
14-Feb-07,2248.404,1.3917
15-Feb-07,2250.969,1.3950
16-Feb-07,2249.064,1.3967
20-Feb-07,2255.478,1.3989
21-Feb-07,2252.434,1.3973
22-Feb-07,2251.03,1.3934
23-Feb-07,2243.261,1.3996
26-Feb-07,2240.728,1.4054
27-Feb-07,2163.114,1.4179
28-Feb-07,2175.784,1.4123
01-Mar-07,2170.171,1.4144
02-Mar-07,2145.428,1.4197
05-Mar-07,2125.343,1.4201
06-Mar-07,2158.359,1.4172
07-Mar-07,2153.646,1.4214
08-Mar-07,2169.139,1.4194
09-Mar-07,2170.618,1.4117
12-Mar-07,2176.501,1.4158
13-Mar-07,2132.76,1.4224
14-Mar-07,2147.18,1.4180
15-Mar-07,2155.183,1.4182
16-Mar-07,2146.932,1.4175
19-Mar-07,2170.326,1.4163
20-Mar-07,2184.097,1.4175
21-Mar-07,2221.459,1.4192
22-Mar-07,2220.676,1.4149
23-Mar-07,2223.116,1.4119
26-Mar-07,2225.258,1.4135
27-Mar-07,2211.517,1.4139
28-Mar-07,2194.383,1.4124
29-Mar-07,2202.683,1.4099
30-Mar-07,2200.12,1.4103
02-Apr-07,2205.851,1.4112
03-Apr-07,2226.758,1.4088
04-Apr-07,2229.255,1.4107
05-Apr-07,2236.711,1.4076
09-Apr-07,2238.033,1.4011
10-Apr-07,2243.933,1.4039
11-Apr-07,2229.441,1.4030
12-Apr-07,2243.303,1.4029
13-Apr-07,2251.124,1.4000
16-Apr-07,2275.353,1.4037
17-Apr-07,2280.013,1.4095
18-Apr-07,2281.612,1.4130
19-Apr-07,2278.913,1.4117
20-Apr-07,2300.084,1.4112
23-Apr-07,2294.825,1.4150
24-Apr-07,2294.017,1.4174
25-Apr-07,2317.496,1.4143
26-Apr-07,2315.908,1.4094
27-Apr-07,2315.703,1.4100
30-Apr-07,2297.575,1.4178
01-May-07,2303.676,1.4169
02-May-07,2318.839,1.4168
03-May-07,2329.544,1.4141
04-May-07,2334.606,1.4175
07-May-07,2340.677,1.4195
08-May-07,2338.136,1.4190
09-May-07,2346.302,1.4151
10-May-07,2313.938,1.4178
11-May-07,2336.484,1.4148
14-May-07,2332.433,1.4133
15-May-07,2329.607,1.4124
16-May-07,2350.403,1.4120
17-May-07,2348.44,1.4077
18-May-07,2363.972,1.4030
21-May-07,2367.625,1.4054
22-May-07,2366.098,1.4013
23-May-07,2363.286,1.3995
24-May-07,2340.64,1.4003
25-May-07,2353.423,1.3987
29-May-07,2357.392,1.3969
30-May-07,2377.087,1.3985
31-May-07,2377.749,1.3967
01-Jun-07,2386.629,1.3906
04-Jun-07,2391.133,1.3934
05-Jun-07,2378.438,1.3874
06-Jun-07,2357.953,1.3902
07-Jun-07,2316.625,1.3742
08-Jun-07,2342.978,1.3764
11-Jun-07,2345.273,1.3728
12-Jun-07,2320.215,1.3593
13-Jun-07,2356.021,1.3685
14-Jun-07,2367.52,1.3664
15-Jun-07,2382.966,1.3724
18-Jun-07,2380.088,1.3753
19-Jun-07,2384.255,1.3808
20-Jun-07,2351.866,1.3760
21-Jun-07,2366.924,1.3712
22-Jun-07,2336.407,1.3765
25-Jun-07,2328.913,1.3821
26-Jun-07,2321.461,1.3822
27-Jun-07,2342.841,1.3825
28-Jun-07,2341.903,1.3804
29-Jun-07,2338.247,1.3891
02-Jul-07,2363.278,1.3935
03-Jul-07,2372.221,1.3876
05-Jul-07,2373.068,1.3778
06-Jul-07,2381.59,1.3735
09-Jul-07,2383.804,1.3783
10-Jul-07,2349.983,1.3915
11-Jul-07,2363.717,1.3847
12-Jul-07,2408.786,1.3806
13-Jul-07,2416.282,1.3841
16-Jul-07,2411.653,1.3907
17-Jul-07,2411.411,1.3896
18-Jul-07,2406.693,1.3922
19-Jul-07,2417.5,1.3937
20-Jul-07,2387.962,1.4013
23-Jul-07,2399.638,1.4014
24-Jul-07,2352.117,1.4061
25-Jul-07,2363.119,1.4076
26-Jul-07,2307.977,1.4208
27-Jul-07,2271.411,1.4233
30-Jul-07,2294.748,1.4191
31-Jul-07,2265.75,1.4252
01-Aug-07,2282.298,1.4204
02-Aug-07,2292.792,1.4226
03-Aug-07,2231.979,1.4311
06-Aug-07,2285.933,1.4258
07-Aug-07,2300.095,1.4231
08-Aug-07,2333.239,1.4129
09-Aug-07,2264.503,1.4218
10-Aug-07,2265.358,1.4188
13-Aug-07,2264.575,1.4232
14-Aug-07,2223.705,1.4267
15-Aug-07,2193.395,1.4276
